1.7236 0.8676 1.0909 1.2248 1
0.0679 -0.2422 -0.2841 0.4316 1
-0.6962 -0.6884 0.5383 -0.3761 1
0.5482 1.0217 0.3779 1.1059 1
-2.9554 -0.5634 -0.0395 -0.1417 1
-2.0413 0.7762 0.4328 -0.148 1
-0.6344 -1.1356 -1.3252 -0.4187 1
1.4064 -0.3407 -0.1517 -0.4555 1
0.0735 0.3395 0.4338 0.9969 1
0.5787 -0.6113 0.0911 0.5364 1
1.7607 1.2242 0.6864 0.2597 1
-0.2238 -0.9145 0.2317 0.027 1
3.8618 0.4433 1.4066 0.7948 1
-0.3037 0.27 0.4633 -0.0341 1
-2.8169 -0.3255 -0.9592 -1.455 1
0.3017 -0.1052 0.8229 0.3084 1
1.8388 0.526 -0.599 -0.0804 1
3.3887 1.2596 0.4344 0.3675 1
-0.5744 -0.875 -0.1271 0.0878 1
-1.366 0.9142 0.5399 0.3543 1
0.3044 -0.4955 0.756 -0.3732 1
1.6845 0.4524 1.3609 0.7887 1
2.0237 -1.1311 -0.3273 -0.456 1
0.3756 0.2976 1.0031 -0.576 1
-0.9894 -0.564 -0.6201 -0.6948 1
-0.2652 -0.2961 -0.0363 -0.319 1
-0.8451 0.2415 -0.4544 0.4094 1
1.5143 0.4595 0.1875 -0.7135 1
-0.3978 -0.3861 -0.199 -8e-04 1
-1.4244 0.2416 -0.4241 0.2408 1
0.0988 -0.1741 0.0629 0.6806 1
-0.5908 0.8155 -1.1204 -0.4327 1
-3.3324 -1.3847 0.1662 -0.1949 1
1.1505 0.0211 -0.3208 0.6617 1
-0.3795 0.1688 0.1064 -0.4926 1
3.0436 1.102 0.7378 0.6019 1
0.9074 0.7867 -1.2006 0.5064 1
-0.6498 -0.3083 1.0098 0.4765 1
0.8684 -0.435 -0.0564 0.4028 1
-1.3412 0.0588 -1.2528 -0.2053 1
0.835 1.0395 -0.5912 0.1485 1
0.834 0.4727 -0.6659 -0.5302 1
-1.2898 -0.1824 0.079 0.7585 1
0.1803 0.5434 0.369 0.6405 1
1.792 0.6464 0.7253 -0.1853 1
1.5461 -0.5468 -0.0642 0.3586 1
-0.8872 0.1114 -0.3361 -0.6143 1
1.9027 1.442 -0.0118 0.1707 1
-1.4675 -0.9113 -0.8332 -0.8355 1
-0.3878 0.575 0.5214 1.5055 1
-1.7663 0.1819 -0.246 -0.9614 1
1.5277 0.8103 0.5275 1.325 1
0.4261 -0.505 0.4275 -0.1533 1
2.6363 0.1688 1.322 2.239 1
-1.6102 -0.6442 -0.6525 -1.3888 1
0.9348 0.4805 -0.4117 0.0175 1
2.1989 0.4838 0.6292 0.7814 1
-1.5874 -0.1774 0.134 0.4428 1
-0.6002 -0.7364 -0.234 0.2159 1
-0.1114 -0.8109 -1.084 0.047 1
-1.784 -0.2605 -0.8223 -0.3564 1
2.2307 -0.3372 0.1978 0.8647 1
3.4344 0.73 -0.1093 0.5592 1
-0.6247 0.0293 -0.7708 -0.032 1
2.3224 -0.3033 0.5822 0.8857 1
-0.3263 0.1127 -0.249 -1.065 1
-1.2917 0.1612 0.2987 0.034 1
0.7529 -0.6541 -0.6528 -0.7849 1
1.9436 -0.0567 0.8147 0.5005 1
-0.8996 -0.1388 -0.0122 0.4509 1
