  118.205514    84.467251   308.541530   277.959385    15.515567   104.223203
  106.152562    84.870947   320.663132   305.137755    17.605733   123.247623
  104.925358    78.161244   315.009261   266.287548    -0.344831   107.275805
  103.627731    73.585976   309.859739   242.014720     9.920835   102.296489
  117.061790    80.303333   320.712363   305.728768     9.741436   115.893263
  111.188222    81.864545   322.143650   249.798126     0.238770   123.028337
  122.967230    90.179323   339.060920   296.795146     8.796331   117.188902
  117.266435    90.360585   350.330280   288.043078    10.445043   119.024110
  120.182741    75.634469   286.263164   250.146070    17.010215    64.847089
  119.786184    86.385105   319.410494   293.314326     6.033157   108.074466
  109.107179    88.021980   338.463825   252.426288    17.190091    97.891480
  108.844881    84.812122   327.580832   287.604596     7.881116   113.456580
  103.759380    86.144261   324.812046   283.041553    14.233053   108.514459
  131.159095    84.350498   307.661410   282.530846     4.246619   116.507488
  136.784141    91.306995   355.840012   294.849468     6.624635   112.575634
  122.001405    90.929379   335.328441   276.355730    11.383044   102.666588
  122.569963    98.661626   347.060423   355.171775    26.554093   103.272574
  142.805873    86.892792   353.900008   323.435299     5.620049   121.319400
  110.310636    85.016611   319.460525   276.264389    14.072990   108.384599
   97.583271    75.341285   268.691233   287.476521     8.602614   104.580475
  116.884121    85.531878   315.974347   248.960819     6.277314   105.854222
  127.441548    82.926267   345.876289   282.551537    18.674091    93.191624
  111.526219    78.804730   300.950983   241.698843    -7.360848   103.491830
   96.163092    81.461416   298.552202   264.539049     4.823169   106.940762
  111.246780    83.248902   322.719502   243.904675     6.478502   102.072492
  104.009236    78.939442   301.841942   286.683807     9.566517   113.243493
   92.406335    73.921532   285.501320   268.876372     2.197250   103.320305
  102.328549    81.895597   309.264862   292.426547    11.364781   107.679406
  112.559878    86.141852   367.726116   286.999621     5.189185   108.134378
  115.984957    88.277050   322.181655   271.901186     8.916356   118.834312
  115.339144    87.336765   353.214845   319.316388     5.532400   126.238456
  111.640607    87.897904   349.376518   268.041876     9.097193   106.860478
  126.667163    85.231122   327.870126   289.084650    19.407112   109.113615
  102.693671    83.172698   320.015807   304.966982    15.356018   101.580348
   82.717146    77.953662   290.320813   243.664963     3.025150    97.780725
  117.796364    87.862504   364.158852   270.374073     9.353321   111.432550
  113.712498    95.171803   348.447820   314.186979    16.337262   116.368853
  100.539214    81.088113   312.847248   275.316103     5.514758    83.051697
   96.980747    67.235262   286.462922   270.167859    -2.454689    94.053953
  134.705846    93.102833   329.144323   345.857129    12.417997   152.591023
  122.759897    85.291477   325.198490   318.063719    11.385183   121.590962
  121.152011    85.720568   315.510005   287.831993    10.131718   112.802511
  100.103400    76.664761   262.780346   237.658530     2.984249    91.802536
  113.747681    87.659574   325.938269   254.349457     2.522391    97.087667
  102.533069    80.436591   319.119122   296.246317    18.323616   105.738936
  107.175349    82.295418   300.185370   273.999163    12.836851    97.720933
